timestamp,demand_mw,supply_mw,loadshed_mw,remarks
2026-05-10T20:00,13565,13522,43,
2026-05-10T21:00,13230,13209,21,
2026-05-10T22:00,13036,13036,0,
2026-05-10T23:00,13020,13020,0,
2026-05-11T00:00,12686,12686,0,
2026-05-11T01:00,12163,12163,0,
2026-05-11T02:00,11881,11881,0,
2026-05-11T03:00,11617,11617,0,
2026-05-11T04:00,11206,11206,0,
2026-05-11T05:00,10996,10996,0,
2026-05-11T06:00,11167,11167,0,
2026-05-11T07:00,11537,11537,0,
2026-05-11T08:00,11504,11504,0,
2026-05-11T09:00,11986,11986,0,
2026-05-11T10:00,12412,12412,0,
2026-05-11T11:00,13047,13020,27,
2026-05-11T12:00,13388,13358,30,Day Peak
2026-05-11T13:00,13327,13281,55,
2026-05-11T14:00,12389,12345,44,
2026-05-11T15:00,12303,12269,34,
2026-05-11T16:00,12259,12192,67,
2026-05-11T17:00,12238,12190,48,
2026-05-11T18:00,12216,12150,66,
2026-05-11T19:00,13764,13650,114,
2026-05-11T19:30,14039,13906,133,Evening Peak
2026-05-11T20:00,14200,14080,120,
2026-05-11T22:00,13703,13613,90,
2026-05-11T23:00,13487,13397,90,
2026-05-12T00:00,13126,13048,78,
2026-05-12T01:00,12756,12706,50,
2026-05-12T02:00,12302,12249,53,
2026-05-12T03:00,11936,11889,47,
2026-05-12T04:00,11564,11523,41,
2026-05-12T05:00,11309,11267,42,
2026-05-12T06:00,11191,11131,60,
2026-05-12T07:00,11644,11591,53,
2026-05-12T08:00,11776,11776,0,
2026-05-12T09:00,12225,12225,0,
2026-05-12T10:00,12513,12513,0,
2026-05-12T11:00,13001,13001,0,
2026-05-12T12:00,13363,13363,0,Day Peak
2026-05-12T13:00,13690,13690,0,
2026-05-12T14:00,13807,13807,0,
2026-05-12T15:00,13816,13754,62,
2026-05-12T16:00,13614,13542,72,
2026-05-12T17:00,13572,13530,42,
2026-05-12T18:00,13397,13330,67,
2026-05-12T19:00,15310,15158,152,
2026-05-12T19:30,15311,15088,223,Evening Peak
2026-05-12T20:00,15287,15092,195,
2026-05-12T21:00,14038,13923,115,
2026-05-12T22:00,14825,14653,172,
2026-05-12T23:00,14840,14638,202,
2026-05-13T00:00,14382,14219,163,
2026-05-13T01:00,13976,13854,122,
2026-05-13T02:00,13409,13320,89,
2026-05-13T03:00,13034,12960,74,
2026-05-13T04:00,12725,12683,42,
2026-05-13T05:00,12304,12282,22,
2026-05-13T06:00,12053,12038,15,
2026-05-13T07:00,12038,12005,33,
2026-05-13T08:00,11968,11968,0,
2026-05-13T09:00,12371,12371,0,
2026-05-13T10:00,12578,12578,0,
2026-05-13T11:00,12850,12850,0,
2026-05-13T12:00,13181,13097,84,Day Peak
2026-05-13T13:00,13315,13230,85,
2026-05-13T14:00,12818,12789,29,
2026-05-13T15:00,12782,12663,119,
2026-05-13T16:00,12246,12111,135,
2026-05-13T17:00,11556,11473,83,
2026-05-13T18:00,11528,11446,82,
2026-05-13T19:00,13077,12944,133,
2026-05-13T19:30,13316,13172,144,Evening Peak
2026-05-13T20:00,13098,12956,142,
2026-05-13T21:00,12965,12854,111,
2026-05-13T22:00,12715,12620,95,
2026-05-13T23:00,12780,12721,59,
2026-05-14T00:00,12646,12629,17,
2026-05-14T01:00,12252,12197,55,
2026-05-14T02:00,11958,11911,47,
2026-05-14T03:00,11466,11429,37,
2026-05-14T04:00,11137,11112,25,
2026-05-14T05:00,10709,10709,0,
2026-05-14T06:00,10726,10726,0,
2026-05-14T07:00,11252,11252,0,
2026-05-14T08:00,11542,11542,0,
2026-05-14T09:00,12012,12012,0,
2026-05-14T10:00,12321,12254,67,
2026-05-14T11:00,12979,12882,97,
2026-05-14T12:00,13449,13336,113,Day Peak
2026-05-14T13:00,13546,13454,92,
2026-05-14T14:00,13321,13241,80,
2026-05-14T15:00,13254,13133,121,
2026-05-14T16:00,13494,13342,152,
2026-05-14T17:00,13323,13230,93,
2026-05-14T18:00,13117,13027,90,
2026-05-14T19:00,15039,14859,180,
2026-05-14T19:30,15161,14974,187,Evening Peak
2026-05-14T20:00,15207,15040,167,
2026-05-14T21:00,14865,14707,158,
2026-05-14T22:00,14714,14561,153,
2026-05-14T23:00,14377,14260,117,
2026-05-15T00:00,14269,14152,117,
2026-05-15T01:00,13962,13858,104,
2026-05-15T02:00,13569,13462,107,
2026-05-15T03:00,13111,13015,96,
2026-05-15T04:00,12784,12715,69,
2026-05-15T05:00,12266,12224,42,
2026-05-15T06:00,11904,11863,41,
2026-05-15T07:00,11814,11746,68,
2026-05-15T08:00,11605,11524,81,
2026-05-15T09:00,11654,11569,85,
2026-05-15T10:00,11697,11628,69,
2026-05-15T11:00,12059,12005,54,
2026-05-15T12:00,12529,12471,58,Day Peak
2026-05-15T13:00,13375,13349,26,
2026-05-15T14:00,12736,12736,0,
2026-05-15T15:00,12693,12693,0,
2026-05-15T16:00,12138,12138,0,
2026-05-15T17:00,11438,11438,0,
2026-05-15T18:00,11372,11372,0,
2026-05-15T19:00,13237,13220,17,
2026-05-15T19:30,13846,13800,46,
2026-05-15T20:00,13771,13720,51,
2026-05-15T21:00,14066,14013,53,Evening Peak
2026-05-15T22:00,14010,13957,53,
2026-05-15T23:00,13772,13730,42,
2026-05-16T00:00,13665,13630,35,
2026-05-16T01:00,13118,13094,24,
2026-05-16T02:00,12835,12835,0,
2026-05-16T03:00,12473,12473,0,
2026-05-16T04:00,12213,12213,0,
2026-05-16T05:00,11963,11963,0,
2026-05-16T06:00,11766,11766,0,
2026-05-16T07:00,11983,11983,0,
2026-05-16T08:00,11963,11963,0,
2026-05-16T09:00,11808,11808,0,
2026-05-16T10:00,12050,12050,0,
2026-05-16T11:00,12488,12452,36,
2026-05-16T12:00,12935,12897,38,Day Peak
2026-05-16T13:00,13679,13582,97,
2026-05-16T14:00,13756,13654,102,
2026-05-16T15:00,13846,13729,117,
2026-05-16T16:00,14003,13871,132,
2026-05-16T17:00,14152,14038,114,
2026-05-16T18:00,14075,13947,128,
2026-05-16T19:00,15320,15079,241,
2026-05-16T19:30,15891,15473,418,
2026-05-16T20:00,15806,15290,516,
2026-05-16T21:00,15939,15740,199,Evening Peak
2026-05-16T22:00,15671,15201,470,
2026-05-16T23:00,14774,14630,144,
2026-05-17T00:00,14735,14618,117,
2026-05-17T01:00,13579,13513,66,
2026-05-17T02:00,12824,12757,67,
2026-05-17T03:00,12191,12134,57,
2026-05-17T04:00,11364,11318,46,
2026-05-17T05:00,10233,10193,40,
2026-05-17T06:00,10003,10003,0,
2026-05-17T07:00,10504,10504,0,
2026-05-17T08:00,10667,10667,0,
2026-05-17T09:00,11171,11131,40,
2026-05-17T10:00,11957,11905,52,
2026-05-17T11:00,12576,12485,91,
2026-05-17T12:00,13403,13313,90,Day Peak
2026-05-17T13:00,14108,13996,112,
2026-05-17T14:00,14043,13963,80,
2026-05-17T15:00,14186,14105,81,
2026-05-17T16:00,14292,14137,155,
2026-05-17T17:00,14131,13972,159,
2026-05-17T18:00,14138,13958,180,
2026-05-17T19:00,15651,15025,626,
2026-05-17T19:30,15769,15392,377,
2026-05-17T20:00,15974,15688,286,
2026-05-17T21:00,15695,15428,267,Evening Peak
2026-05-17T22:00,15543,15353,190,
2026-05-17T23:00,15241,15093,148,
2026-05-18T00:00,14814,14706,108,
2026-05-18T01:00,14084,13994,90,
2026-05-18T02:00,13311,13243,68,
2026-05-18T03:00,12608,12550,58,
2026-05-18T04:00,12052,11995,57,
2026-05-18T05:00,11426,11406,20,
2026-05-18T06:00,11133,11075,58,
2026-05-18T07:00,11329,11305,24,
2026-05-18T08:00,11601,11573,28,
2026-05-18T09:00,11818,11770,48,
2026-05-18T10:00,12251,12173,78,
2026-05-18T11:00,12543,12450,93,
2026-05-18T12:00,13160,13070,90,Day Peak
2026-05-18T13:00,13393,13310,83,
2026-05-18T14:00,13649,13590,59,
2026-05-18T15:00,13654,13558,96,
2026-05-18T16:00,13859,13721,138,
2026-05-18T17:00,13533,13411,122,
2026-05-18T18:00,13212,13076,136,
2026-05-18T19:00,14346,14055,291,Evening Peak
2026-05-18T19:30,14270,13980,290,
2026-05-18T20:00,13903,13601,302,
2026-05-18T21:00,13981,13734,247,
2026-05-18T22:00,13809,13600,209,
2026-05-18T23:00,14034,13900,134,
2026-05-19T00:00,13805,13686,119,
2026-05-19T01:00,13479,13337,142,
2026-05-19T02:00,12969,12850,119,
2026-05-19T03:00,12507,12397,110,
2026-05-19T04:00,12231,12130,101,
2026-05-19T05:00,12096,12000,96,
2026-05-19T06:00,11929,11835,94,
2026-05-19T07:00,12203,12110,93,
2026-05-19T08:00,12467,12358,109,
2026-05-19T09:00,12841,12721,120,
2026-05-19T10:00,13270,13152,118,
2026-05-19T11:00,13650,13540,110,
2026-05-19T12:00,13876,13826,50,Day Peak
2026-05-19T13:00,14322,14250,72,
2026-05-19T14:00,14546,14432,114,
2026-05-19T15:00,14613,14497,116,
2026-05-19T16:00,14888,14752,136,
2026-05-19T17:00,14519,14313,206,
2026-05-19T18:00,14418,14250,168,
2026-05-19T19:00,16037,15780,257,
2026-05-19T19:30,16432,16153,279,
2026-05-19T20:00,16145,15840,305,Evening Peak
2026-05-19T21:00,16387,16073,314,
2026-05-19T22:00,15951,15346,605,
2026-05-19T23:00,16212,15760,452,
2026-05-20T00:00,16001,15679,322,
2026-05-20T01:00,15640,15352,288,
2026-05-20T02:00,15153,14914,239,
2026-05-20T03:00,14740,14517,223,
